ActivityHour,Id,Calories
3/12/2016 10:00:00 AM,99990001,99.8255400464572
3/12/2016 10:00:00 PM,99990001,106.19385951564375
3/12/2016 11:00:00 AM,99990001,111.10958978650801
3/12/2016 11:00:00 PM,99990001,105.59965721269077
3/12/2016 12:00:00 AM,99990001,97.64929102779602
3/12/2016 12:00:00 PM,99990001,135.2416242594162
3/12/2016 1:00:00 AM,99990001,122.25480191376455
3/12/2016 1:00:00 PM,99990001,162.12187995968225
3/12/2016 2:00:00 AM,99990001,123.28923510761959
3/12/2016 2:00:00 PM,99990001,111.53370679111664
3/12/2016 3:00:00 AM,99990001,108.13377129131155
3/12/2016 3:00:00 PM,99990001,95.29901063299342
3/12/2016 4:00:00 AM,99990001,128.6250205663772
3/12/2016 4:00:00 PM,99990001,114.84383106427714
3/12/2016 5:00:00 AM,99990001,127.63432039788582
3/12/2016 5:00:00 PM,99990001,107.49834205636068
3/12/2016 6:00:00 AM,99990001,213.86456526990992
3/12/2016 6:00:00 PM,99990001,201.97217606011137
3/12/2016 7:00:00 AM,99990001,173.79556417255134
3/12/2016 7:00:00 PM,99990001,158.27845238097024
3/12/2016 8:00:00 AM,99990001,214.66669705509355
3/12/2016 8:00:00 PM,99990001,119.36373480157002
3/12/2016 9:00:00 AM,99990001,118.36545992383947
3/12/2016 9:00:00 PM,99990001,118.10384883204522
3/13/2016 10:00:00 AM,99990001,113.62703052078238
3/13/2016 10:00:00 PM,99990001,119.71841967000132
3/13/2016 11:00:00 AM,99990001,105.20491949406157
3/13/2016 11:00:00 PM,99990001,118.12338670531398
3/13/2016 12:00:00 AM,99990001,112.68460179191695
3/13/2016 12:00:00 PM,99990001,201.30668980223626
3/13/2016 1:00:00 AM,99990001,120.73240742681658
3/13/2016 1:00:00 PM,99990001,134.16812203923263
3/13/2016 2:00:00 AM,99990001,101.23877697056294
3/13/2016 2:00:00 PM,99990001,145.6263047473506
3/13/2016 3:00:00 AM,99990001,110.36842124462437
3/13/2016 3:00:00 PM,99990001,123.7159585210639
3/13/2016 4:00:00 AM,99990001,106.78110168093163
3/13/2016 4:00:00 PM,99990001,99.52350439160162
3/13/2016 5:00:00 AM,99990001,105.69947163341925
3/13/2016 5:00:00 PM,99990001,100.20153152342755
3/13/2016 6:00:00 AM,99990001,231.0951407437937
3/13/2016 6:00:00 PM,99990001,165.70666759530687
3/13/2016 7:00:00 AM,99990001,198.16070597247116
3/13/2016 7:00:00 PM,99990001,157.79679160527033
3/13/2016 8:00:00 AM,99990001,167.50342310057567
3/13/2016 8:00:00 PM,99990001,101.28520851730723
3/13/2016 9:00:00 AM,99990001,102.33981281319627
3/13/2016 9:00:00 PM,99990001,143.96750124241964
3/14/2016 10:00:00 AM,99990001,111.4198455359121
3/14/2016 10:00:00 PM,99990001,102.98884498896797
3/14/2016 11:00:00 AM,99990001,123.18241067780255
3/14/2016 11:00:00 PM,99990001,111.80482237774365
3/14/2016 12:00:00 AM,99990001,108.97751027152779
3/14/2016 12:00:00 PM,99990001,155.8025163331374
3/14/2016 1:00:00 AM,99990001,104.41069470257159
3/14/2016 1:00:00 PM,99990001,139.33223927157724
3/14/2016 2:00:00 AM,99990001,119.57301629168765
3/14/2016 2:00:00 PM,99990001,116.70784941535331
3/14/2016 3:00:00 AM,99990001,116.03426686642248
3/14/2016 3:00:00 PM,99990001,94.21009824447405
3/14/2016 4:00:00 AM,99990001,115.91907133890024
3/14/2016 4:00:00 PM,99990001,124.40912521240261
3/14/2016 5:00:00 AM,99990001,97.4594997737264
3/14/2016 5:00:00 PM,99990001,109.91638970667094
3/14/2016 6:00:00 AM,99990001,210.74265433930302
3/14/2016 6:00:00 PM,99990001,216.40125347239882
3/14/2016 7:00:00 AM,99990001,221.92649667845498
3/14/2016 7:00:00 PM,99990001,153.86921421667995
3/14/2016 8:00:00 AM,99990001,179.36899246946476
3/14/2016 8:00:00 PM,99990001,100.32419329612713
3/14/2016 9:00:00 AM,99990001,121.4720720208982
3/14/2016 9:00:00 PM,99990001,106.77512610310387
3/15/2016 10:00:00 AM,99990001,102.59976037607902
3/15/2016 10:00:00 PM,99990001,115.0680637399535
3/15/2016 11:00:00 AM,99990001,103.08569790879918
3/15/2016 11:00:00 PM,99990001,109.63298475167132
3/15/2016 12:00:00 AM,99990001,114.74322606123536
3/15/2016 12:00:00 PM,99990001,171.04966723796358
3/15/2016 1:00:00 AM,99990001,114.43588963556628
3/15/2016 1:00:00 PM,99990001,155.9933326946227
3/15/2016 2:00:00 AM,99990001,117.22731484181091
3/15/2016 2:00:00 PM,99990001,107.86830310287583
3/15/2016 3:00:00 AM,99990001,111.90280742179482
3/15/2016 3:00:00 PM,99990001,122.71384958963006
3/15/2016 4:00:00 AM,99990001,108.19106387574726
3/15/2016 4:00:00 PM,99990001,103.5935381719047
3/15/2016 5:00:00 AM,99990001,155.30473448747367
3/15/2016 5:00:00 PM,99990001,117.4253976579417
3/15/2016 6:00:00 AM,99990001,179.06029684810716
3/15/2016 6:00:00 PM,99990001,184.54507144092304
3/15/2016 7:00:00 AM,99990001,283.35537813111824
3/15/2016 7:00:00 PM,99990001,160.40674272115686
3/15/2016 8:00:00 AM,99990001,232.72746876863386
3/15/2016 8:00:00 PM,99990001,113.91965027724258
3/15/2016 9:00:00 AM,99990001,123.52629109106067
3/15/2016 9:00:00 PM,99990001,126.43766945836295
3/16/2016 10:00:00 AM,99990001,130.27746938800422
3/16/2016 10:00:00 PM,99990001,97.27742316451705
3/16/2016 11:00:00 AM,99990001,94.17414336534407
3/16/2016 11:00:00 PM,99990001,113.2525661146971
3/16/2016 12:00:00 AM,99990001,89.93990619761284
3/16/2016 12:00:00 PM,99990001,230.14399482095027
3/16/2016 1:00:00 AM,99990001,138.92433480927696
3/16/2016 1:00:00 PM,99990001,158.72714497346968
3/16/2016 2:00:00 AM,99990001,112.74840424065266
3/16/2016 2:00:00 PM,99990001,101.27763870206131
3/16/2016 3:00:00 AM,99990001,106.19632048413915
3/16/2016 3:00:00 PM,99990001,146.9984126007717
3/16/2016 4:00:00 AM,99990001,106.01752667090766
3/16/2016 4:00:00 PM,99990001,126.27236798155306
3/16/2016 5:00:00 AM,99990001,107.19796720539514
3/16/2016 5:00:00 PM,99990001,96.26922647502613
3/16/2016 6:00:00 AM,99990001,279.0741492816389
3/16/2016 6:00:00 PM,99990001,142.510208322978
3/16/2016 7:00:00 AM,99990001,201.90864421386922
3/16/2016 7:00:00 PM,99990001,163.6227987473639
3/16/2016 8:00:00 AM,99990001,255.99110450122598
3/16/2016 8:00:00 PM,99990001,110.5707484857831
3/16/2016 9:00:00 AM,99990001,108.01627389051094
3/16/2016 9:00:00 PM,99990001,109.81430943261401
3/17/2016 10:00:00 AM,99990001,157.32119743099773
3/17/2016 10:00:00 PM,99990001,113.846926228802
3/17/2016 11:00:00 AM,99990001,118.10765483291685
3/17/2016 11:00:00 PM,99990001,120.02501479358595
3/17/2016 12:00:00 AM,99990001,107.52396032626177
3/17/2016 12:00:00 PM,99990001,124.64278040970429
3/17/2016 1:00:00 AM,99990001,88.2709895852778
3/17/2016 1:00:00 PM,99990001,174.86383785316985
3/17/2016 2:00:00 AM,99990001,117.7683503049846
3/17/2016 2:00:00 PM,99990001,115.22063178007193
3/17/2016 3:00:00 AM,99990001,158.327802529598
3/17/2016 3:00:00 PM,99990001,95.03300940198017
3/17/2016 4:00:00 AM,99990001,104.03427411701468
3/17/2016 4:00:00 PM,99990001,107.20555817671678
3/17/2016 5:00:00 AM,99990001,122.86237591412264
3/17/2016 5:00:00 PM,99990001,153.13712489987762
3/17/2016 6:00:00 AM,99990001,124.42397835776153
3/17/2016 6:00:00 PM,99990001,184.26282214172642
3/17/2016 7:00:00 AM,99990001,164.9762110888567
3/17/2016 7:00:00 PM,99990001,173.57568291871112
3/17/2016 8:00:00 AM,99990001,124.10744042914706
3/17/2016 8:00:00 PM,99990001,108.47487591206416
3/17/2016 9:00:00 AM,99990001,97.38231123811369
3/17/2016 9:00:00 PM,99990001,112.82006585115595
3/18/2016 10:00:00 AM,99990001,119.28733536525924
3/18/2016 10:00:00 PM,99990001,129.36011716210356
3/18/2016 11:00:00 AM,99990001,98.28071539764667
3/18/2016 11:00:00 PM,99990001,103.25594784171697
3/18/2016 12:00:00 AM,99990001,103.21195541855579
3/18/2016 12:00:00 PM,99990001,180.01664406508382
3/18/2016 1:00:00 AM,99990001,102.06647475127191
3/18/2016 1:00:00 PM,99990001,181.83971672223493
3/18/2016 2:00:00 AM,99990001,138.4052785595167
3/18/2016 2:00:00 PM,99990001,130.24719886198895
3/18/2016 3:00:00 AM,99990001,161.89631285786174
3/18/2016 3:00:00 PM,99990001,123.59657104924797
3/18/2016 4:00:00 AM,99990001,78.96120049505134
3/18/2016 4:00:00 PM,99990001,131.52574595527236
3/18/2016 5:00:00 AM,99990001,119.13851026597885
3/18/2016 5:00:00 PM,99990001,104.68915787008224
3/18/2016 6:00:00 AM,99990001,242.98331322092957
3/18/2016 6:00:00 PM,99990001,190.88163277418687
3/18/2016 7:00:00 AM,99990001,172.38161612874572
3/18/2016 7:00:00 PM,99990001,220.0625186957256
3/18/2016 8:00:00 AM,99990001,201.9206060453552
3/18/2016 8:00:00 PM,99990001,110.80380258559848
3/18/2016 9:00:00 AM,99990001,117.16498840002545
3/18/2016 9:00:00 PM,99990001,115.63062362278905
3/19/2016 10:00:00 AM,99990001,143.11684628386092
3/19/2016 10:00:00 PM,99990001,118.89756259449034
3/19/2016 11:00:00 AM,99990001,99.63599127952187
3/19/2016 11:00:00 PM,99990001,111.31088161823148
3/19/2016 12:00:00 AM,99990001,118.49431696070992
3/19/2016 12:00:00 PM,99990001,151.9055094345973
3/19/2016 1:00:00 AM,99990001,113.49194486216103
3/19/2016 1:00:00 PM,99990001,149.79036920112475
3/19/2016 2:00:00 AM,99990001,115.29700861173107
3/19/2016 2:00:00 PM,99990001,113.95624548172023
3/19/2016 3:00:00 AM,99990001,117.07958411766623
3/19/2016 3:00:00 PM,99990001,91.54388395484567
3/19/2016 4:00:00 AM,99990001,84.95037706092455
3/19/2016 4:00:00 PM,99990001,120.76853037991685
3/19/2016 5:00:00 AM,99990001,105.11673985976833
3/19/2016 5:00:00 PM,99990001,100.5302709162783
3/19/2016 6:00:00 AM,99990001,182.0741968342646
3/19/2016 6:00:00 PM,99990001,168.83784909974423
